137 1734193776 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193777 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193778 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193779 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193780 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193776 3,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193777 3,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193778 3,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193779 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193780 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193781 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193782 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193783 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193784 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193785 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193781 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193782 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193783 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193784 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193785 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193786 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193787 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193788 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193789 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193790 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193791 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193792 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193793 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193794 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193795 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193786 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193787 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193788 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193789 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193790 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193791 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193792 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193793 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193794 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193795 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193796 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193797 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193798 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193799 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193800 2,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193796 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193797 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193798 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193799 2,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193800 2,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193801 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193802 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193803 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193804 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193805 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193801 2,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193802 2,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193803 2,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193804 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193805 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193806 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193807 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193808 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193809 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193810 0,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193806 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193807 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193808 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193809 2,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193810 2,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193811 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193812 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193813 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193814 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193815 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193811 2,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193812 2,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193813 2,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193814 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193815 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193816 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193817 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193818 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193819 3,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193820 3,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193816 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193817 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193818 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193819 3,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193820 3,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193821 3,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193822 3,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193823 3,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193834 3,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193835 3,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193821 3,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193822 3,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193823 3,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193834 2,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193835 2,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193836 3,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193837 3,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193838 3,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193839 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193840 0,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193836 2,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193837 2,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193838 2,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193839 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193840 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193841 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193842 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193843 0,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193841 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193842 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193843 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193844 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193845 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193849 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193850 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193846 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193847 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193848 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193854 0,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193855 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193851 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193852 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193853 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193854 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193855 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193856 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193857 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193858 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193859 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193860 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193856 0,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193857 0,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193858 0,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193859 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193860 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193861 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193862 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193863 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193864 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193865 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193866 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193867 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193868 0,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193869 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193870 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193871 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193872 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193873 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193874 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193875 2,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193861 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193862 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193863 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193864 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193865 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193866 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193867 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193868 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193869 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193870 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193871 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193872 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193873 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193874 2,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193875 2,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193876 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193877 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193878 2,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193879 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193880 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193876 2,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193877 2,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193878 2,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193879 3,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193880 3,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193881 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193882 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193883 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193884 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193885 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193881 3,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193882 3,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193883 3,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193886 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193887 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193888 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193894 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193895 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193894 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193895 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193896 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193897 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193898 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193899 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193900 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193901 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193902 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193903 1,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193904 4,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193905 4,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193906 4,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193907 4,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193908 4,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193909 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193910 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193911 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193912 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193913 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193896 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193897 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193898 1,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193899 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193900 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193901 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193902 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193903 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193904 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193905 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193906 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193907 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193908 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193909 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193910 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193911 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193912 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193913 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193914 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193915 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193919 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193920 2,600000 -1,000000 -101,000000 0,000000 0,000000
170 1734193916 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193917 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193918 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193919 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193920 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193921 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193922 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193923 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193921 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193922 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193923 2,600000 -1,000000 -101,000000 0,000000 0,000000
137 1734193924 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193925 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193926 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193927 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193928 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193934 3,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193935 3,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193934 1,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193935 1,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193936 3,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193937 3,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193938 3,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193939 3,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193940 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193936 1,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193937 1,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193938 1,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193939 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193940 3,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193941 3,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193942 3,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193943 3,800000 -1,000000 -101,000000 0,000000 0,000000
137 1734193944 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193945 2,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193941 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193942 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193943 3,800000 -1,000000 -101,000000 0,000000 0,000000
170 1734193944 3,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193945 3,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193946 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193947 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193948 2,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193949 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193950 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193951 0,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193946 3,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193947 3,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193948 3,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193949 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193950 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193951 1,000000 -1,000000 -101,000000 0,000000 0,000000
137 1734193952 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193953 0,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193954 1,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193955 1,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193956 1,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193952 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193953 1,000000 -1,000000 -101,000000 0,000000 0,000000
170 1734193954 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193955 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193956 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193957 1,400000 -1,000000 -101,000000 0,000000 0,000000
137 1734193958 1,400000 -1,000000 -101,000000 0,000000 0,000000
170 1734193957 1,200000 -1,000000 -101,000000 0,000000 0,000000
170 1734193958 1,200000 -1,000000 -101,000000 0,000000 0,000000
137 1734193974 3,600000 -1,000000 -101,000000 0,000000 0,000000
